Producto,Categoría del Producto,Precio,Costo de envío,Fecha de Compra,Vendedor,Lugar de Compra,Calificación,Método de pago,Cantidad de cuotas,lat,lon,Sucursal,Ingreso
Dashboards con Power BI,Libros,44600.0,9200.0,2020-10-06,Juliana Costa,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,35400.0
Set de vasos,Artículos para el hogar,28600.0,1900.0,2020-01-05,Maria Alfonso,Bogotá,2,Tarjeta de crédito,6,4.60971,-74.08175,Tienda 4,26700.0
Cubo mágico 8x8,Juguetes,18100.0,1500.0,2022-08-07,Maria Alfonso,Medellín,1,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,16600.0
Cama king,Muebles,611700.0,33100.0,2022-12-31,Lucas Olivera,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,578600.0
Secadora de ropa,Electrodomésticos,997200.0,53300.0,2022-11-07,Maria Alfonso,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,943900.0
Set de vasos,Artículos para el hogar,28000.0,0.0,2020-06-21,Blanca Ramirez,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 4,28000.0
Estufa,Electrodomésticos,708600.0,38400.0,2021-04-25,Santiago Silva,Inírida,5,Nequi,1,3.8653,-67.9239,Tienda 4,670200.0
Auriculares con micrófono,Electrónicos,80300.0,4700.0,2021-01-06,Camila Rivera,Santa Marta,1,Tarjeta de crédito,2,11.24079,-74.19904,Tienda 4,75600.0
Mesa de centro,Muebles,130200.0,5100.0,2021-07-09,Rafael Acosta,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,125100.0
Mesa de comedor,Muebles,238700.0,13100.0,2023-03-17,Santiago Silva,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 4,225600.0
Mesa de centro,Muebles,221100.0,20500.0,2022-04-06,Felipe Santos,Bogotá,4,Tarjeta de crédito,5,4.60971,-74.08175,Tienda 4,200600.0
Celular ABXY,Electrónicos,988900.0,58300.0,2023-02-23,Juliana Costa,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 4,930600.0
Impresora,Electrónicos,321100.0,21900.0,2020-09-01,Juliana Costa,Medellín,2,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,299200.0
Mesa de comedor,Muebles,224900.0,16700.0,2022-03-17,Beatriz Morales,Bogotá,4,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,208200.0
Sofá reclinable,Muebles,613700.0,30900.0,2021-04-17,Juan Fernandez,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,582800.0
Batería,Instrumentos musicales,1009000.0,54100.0,2022-05-12,Rafael Acosta,Bogotá,1,Tarjeta de débito,1,4.60971,-74.08175,Tienda 4,954900.0
Set de ollas,Artículos para el hogar,130600.0,7600.0,2022-08-04,Felipe Santos,Medellín,5,Cupón,1,6.25184,-75.56359,Tienda 4,123000.0
Modelado predictivo,Libros,55500.0,1100.0,2020-10-15,Ángel Rodriguez,Medellín,5,Cupón,1,6.25184,-75.56359,Tienda 4,54400.0
Celular ABXY,Electrónicos,1170400.0,68200.0,2020-07-29,Camila Rivera,Bogotá,3,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,1102200.0
Cubertería,Artículos para el hogar,50900.0,3200.0,2020-08-03,Santiago Silva,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,47700.0
Cama box,Muebles,519400.0,27900.0,2022-04-28,Rafael Acosta,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,491500.0
Cama king,Muebles,404000.0,19700.0,2022-03-05,Maria Alfonso,Bucaramanga,1,Tarjeta de crédito,5,7.12539,-73.1198,Tienda 4,384300.0
Ajedrez de madera,Juguetes,34500.0,2200.0,2020-07-15,Pedro Gomez,Bogotá,4,Tarjeta de crédito,8,4.60971,-74.08175,Tienda 4,32300.0
Dinosaurio Rex,Juguetes,18100.0,1400.0,2021-05-25,Izabela de León,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,16700.0
Balón de baloncesto,Deportes y diversión,28000.0,1900.0,2021-10-21,Juliana Costa,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,26100.0
Sofá reclinable,Muebles,720700.0,36600.0,2021-12-21,Felipe Santos,Medellín,1,Nequi,1,6.25184,-75.56359,Tienda 4,684100.0
Auriculares,Electrónicos,67500.0,1800.0,2021-03-06,Lucas Olivera,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,65700.0
Mesa de noche,Muebles,229400.0,12400.0,2022-11-20,Beatriz Morales,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,217000.0
Mesa de centro,Muebles,164900.0,7000.0,2020-12-30,Pedro Gomez,Leticia,2,Tarjeta de crédito,7,-4.21528,-69.94056,Tienda 4,157900.0
Cubo mágico 8x8,Juguetes,17000.0,0.0,2021-03-24,Santiago Silva,Cartagena,4,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 4,17000.0
Cuerda para saltar,Deportes y diversión,17600.0,3300.0,2020-03-28,Pedro Gomez,Medellín,1,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 4,14300.0
Modelado predictivo,Libros,73900.0,2100.0,2020-05-16,Maria Alfonso,Bucaramanga,5,Tarjeta de crédito,4,7.12539,-73.1198,Tienda 4,71800.0
Sofá reclinable,Muebles,622800.0,31400.0,2022-09-08,Juliana Costa,Medellín,2,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 4,591400.0
Celular ABXY,Electrónicos,937700.0,48100.0,2020-01-20,Rafael Acosta,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,889600.0
Smart TV,Electrónicos,1731100.0,92600.0,2023-01-09,Pedro Gomez,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 4,1638500.0
Iniciando en programación,Libros,34500.0,2200.0,2021-01-18,Lucas Olivera,Bogotá,5,Tarjeta de crédito,5,4.60971,-74.08175,Tienda 4,32300.0
Tablet ABXY,Electrónicos,1304800.0,69900.0,2021-07-18,Juliana Costa,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,1234900.0
Auriculares con micrófono,Electrónicos,210800.0,11400.0,2022-07-01,Mariana Herrera,Riohacha,5,Nequi,1,11.54444,-72.90722,Tienda 4,199400.0
Batería,Instrumentos musicales,865800.0,44300.0,2021-01-24,Juan Fernandez,Medellín,5,Cupón,1,6.25184,-75.56359,Tienda 4,821500.0
Guitarra eléctrica,Instrumentos musicales,896700.0,48500.0,2020-05-17,Ángel Rodriguez,Bogotá,5,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 4,848200.0
Mesa de centro,Muebles,144900.0,5900.0,2020-06-11,Juan Fernandez,Medellín,1,Nequi,1,6.25184,-75.56359,Tienda 4,139000.0
Pandereta,Instrumentos musicales,68100.0,4300.0,2021-10-01,Pedro Gomez,Medellín,2,Cupón,1,6.25184,-75.56359,Tienda 4,63800.0
Ciencia de datos con Python,Libros,57200.0,3400.0,2022-05-16,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,5,4.60971,-74.08175,Tienda 4,53800.0
Secadora de ropa,Electrodomésticos,1288800.0,69000.0,2021-04-27,Felipe Santos,Medellín,3,Tarjeta de crédito,5,6.25184,-75.56359,Tienda 4,1219800.0
Mesa de comedor,Muebles,221900.0,12200.0,2020-08-04,Beatriz Morales,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,209700.0
Guitarra eléctrica,Instrumentos musicales,883100.0,45200.0,2021-02-12,Ángel Rodriguez,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,837900.0
Juego de mesa,Juguetes,230400.0,10500.0,2020-08-08,Felipe Santos,Bucaramanga,5,Tarjeta de crédito,4,7.12539,-73.1198,Tienda 4,219900.0
Cama king,Muebles,553000.0,29800.0,2022-05-05,Izabela de León,Medellín,4,Tarjeta de crédito,5,6.25184,-75.56359,Tienda 4,523200.0
Pandereta,Instrumentos musicales,81500.0,4600.0,2021-02-05,Blanca Ramirez,Cali,4,Nequi,1,3.43722,-76.5225,Tienda 4,76900.0
Cama king,Muebles,916300.0,47000.0,2020-04-21,Juan Fernandez,Medellín,1,Nequi,1,6.25184,-75.56359,Tienda 4,869300.0
Bloques de construcción,Juguetes,37400.0,0.0,2020-07-16,Lucas Olivera,Armenia,1,Nequi,1,4.53389,-75.68111,Tienda 4,37400.0
Silla de oficina,Muebles,320900.0,17500.0,2021-10-04,Ángel Rodriguez,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,303400.0
Vaso térmico,Deportes y diversión,59100.0,3500.0,2022-01-04,Ángel Rodriguez,Santa Marta,5,Tarjeta de crédito,2,11.24079,-74.19904,Tienda 4,55600.0
Smart TV,Electrónicos,1685200.0,87900.0,2022-01-17,Izabela de León,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,1597300.0
Olla de presión,Artículos para el hogar,55200.0,3300.0,2020-05-01,Izabela de León,Cali,5,Tarjeta de crédito,7,3.43722,-76.5225,Tienda 4,51900.0
Guitarra acústica,Instrumentos musicales,434400.0,29000.0,2020-01-15,Pedro Gomez,Barranquilla,3,Tarjeta de crédito,1,10.96854,-74.78132,Tienda 4,405400.0
Auriculares,Electrónicos,129200.0,5100.0,2020-07-13,Maria Alfonso,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,124100.0
TV LED UHD 4K,Electrónicos,2144100.0,114600.0,2020-01-28,Santiago Silva,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,2029500.0
Iniciando en programación,Libros,52900.0,3200.0,2020-07-13,Juliana Costa,Armenia,3,Nequi,1,4.53389,-75.68111,Tienda 4,49700.0
Cubo mágico 8x8,Juguetes,11600.0,1000.0,2022-04-07,Izabela de León,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 4,10600.0
Pandereta,Instrumentos musicales,50100.0,900.0,2022-05-12,Blanca Ramirez,Medellín,5,Tarjeta de crédito,6,6.25184,-75.56359,Tienda 4,49200.0
Auriculares,Electrónicos,72200.0,2000.0,2022-03-16,Rafael Acosta,Bogotá,3,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,70200.0
Guitarra acústica,Instrumentos musicales,283000.0,13300.0,2022-03-08,Lucas Olivera,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,269700.0
Cubertería,Artículos para el hogar,52000.0,3000.0,2020-10-02,Juliana Costa,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 4,49000.0
Lavadora de ropa,Electrodomésticos,1237800.0,64100.0,2023-02-21,Izabela de León,Bogotá,3,Nequi,1,4.60971,-74.08175,Tienda 4,1173700.0
Batería,Instrumentos musicales,636300.0,34400.0,2022-03-13,Izabela de León,Pereira,5,Tarjeta de crédito,6,4.81333,-75.69611,Tienda 4,601900.0
Batería,Instrumentos musicales,398700.0,21400.0,2020-04-25,Rafael Acosta,Barranquilla,1,Tarjeta de crédito,10,10.96854,-74.78132,Tienda 4,377300.0
Ciencia de datos con Python,Libros,61000.0,3600.0,2021-05-11,Beatriz Morales,Cartagena,5,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 4,57400.0
Cama king,Muebles,439800.0,21600.0,2022-11-21,Lucas Olivera,Bogotá,1,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,418200.0
Pandereta,Instrumentos musicales,88600.0,5400.0,2022-04-23,Santiago Silva,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,83200.0
Iphone 15,Electrónicos,1584500.0,84600.0,2020-11-28,Pedro Gomez,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,1499900.0
Juego de mesa,Juguetes,194000.0,8500.0,2020-11-28,Izabela de León,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,185500.0
Carrito de control remoto,Juguetes,73000.0,4300.0,2020-10-04,Izabela de León,Medellín,2,Nequi,1,6.25184,-75.56359,Tienda 4,68700.0
Mesa de noche,Muebles,269400.0,15400.0,2022-05-23,Santiago Silva,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 4,254000.0
Dashboards con Power BI,Libros,34900.0,0.0,2020-06-01,Rafael Acosta,Cali,1,Tarjeta de crédito,4,3.43722,-76.5225,Tienda 4,34900.0
Silla de oficina,Muebles,404800.0,21800.0,2022-02-02,Juan Fernandez,Pereira,5,Tarjeta de crédito,5,4.81333,-75.69611,Tienda 4,383000.0
Carrito de control remoto,Juguetes,64300.0,3800.0,2021-06-11,Mariana Herrera,Bogotá,4,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,60500.0
Estufa,Electrodomésticos,564800.0,28300.0,2022-01-04,Juan Fernandez,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,536500.0
Cuerda para saltar,Deportes y diversión,15700.0,1100.0,2020-05-29,Juliana Costa,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 4,14600.0
Smart TV,Electrónicos,1669100.0,89300.0,2022-08-11,Juan Fernandez,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,1579800.0
Ajedrez de madera,Juguetes,21700.0,1600.0,2021-06-13,Blanca Ramirez,Pereira,5,Tarjeta de crédito,1,4.81333,-75.69611,Tienda 4,20100.0
Iphone 15,Electrónicos,1790200.0,96000.0,2020-08-14,Rafael Acosta,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,1694200.0
Set de vasos,Artículos para el hogar,26700.0,0.0,2022-06-03,Izabela de León,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,26700.0
Set de ollas,Artículos para el hogar,210100.0,11900.0,2020-12-20,Santiago Silva,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,198200.0
Sillón,Muebles,286500.0,15700.0,2022-03-29,Maria Alfonso,Cali,5,Nequi,1,3.43722,-76.5225,Tienda 4,270800.0
Cubo mágico 8x8,Juguetes,16600.0,1900.0,2020-06-30,Blanca Ramirez,Bogotá,5,Cupón,1,4.60971,-74.08175,Tienda 4,14700.0
Mesa de comedor,Muebles,209200.0,11500.0,2020-12-04,Ángel Rodriguez,Cartagena,1,Tarjeta de crédito,1,10.39972,-75.51444,Tienda 4,197700.0
Asistente virtual,Electrónicos,297500.0,16100.0,2023-02-12,Mariana Herrera,Pereira,5,Tarjeta de crédito,2,4.81333,-75.69611,Tienda 4,281400.0
Mesa de noche,Muebles,305400.0,17300.0,2022-09-19,Beatriz Morales,Santa Marta,4,Tarjeta de crédito,1,11.24079,-74.19904,Tienda 4,288100.0
Mochila,Deportes y diversión,84200.0,2700.0,2021-11-05,Lucas Olivera,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,81500.0
Ajedrez de madera,Juguetes,31500.0,6500.0,2021-04-26,Rafael Acosta,Bogotá,4,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,25000.0
Mochila,Deportes y diversión,104000.0,3700.0,2020-12-20,Blanca Ramirez,Riohacha,5,Tarjeta de crédito,1,11.54444,-72.90722,Tienda 4,100300.0
Pandereta,Instrumentos musicales,68400.0,3900.0,2020-04-29,Ángel Rodriguez,Medellín,5,Tarjeta de crédito,4,6.25184,-75.56359,Tienda 4,64500.0
Tablet ABXY,Electrónicos,1229900.0,65700.0,2022-03-27,Izabela de León,Cali,4,Tarjeta de crédito,5,3.43722,-76.5225,Tienda 4,1164200.0
Bicicleta,Deportes y diversión,263000.0,18700.0,2022-08-09,Ángel Rodriguez,Bucaramanga,1,Tarjeta de crédito,1,7.12539,-73.1198,Tienda 4,244300.0
Balón de voleibol,Deportes y diversión,44800.0,2600.0,2021-12-29,Mariana Herrera,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,42200.0
Estufa,Electrodomésticos,713900.0,36200.0,2022-06-16,Felipe Santos,Barranquilla,5,Tarjeta de crédito,3,10.96854,-74.78132,Tienda 4,677700.0
Bloques de construcción,Juguetes,37500.0,2200.0,2020-05-06,Pedro Gomez,Cali,1,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,35300.0
Cubo mágico 8x8,Juguetes,20200.0,0.0,2021-11-07,Camila Rivera,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,20200.0
Smartwatch,Electrónicos,142400.0,5800.0,2022-11-24,Juliana Costa,Cali,5,Tarjeta de crédito,4,3.43722,-76.5225,Tienda 4,136600.0
Mochila,Deportes y diversión,98400.0,5800.0,2022-02-07,Juliana Costa,Valledupar,5,Tarjeta de crédito,1,10.46314,-73.25322,Tienda 4,92600.0
Balón de baloncesto,Deportes y diversión,60200.0,6600.0,2023-02-13,Santiago Silva,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 4,53600.0
Vaso térmico,Deportes y diversión,65100.0,4100.0,2022-09-25,Beatriz Morales,Bogotá,4,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,61000.0
Mochila,Deportes y diversión,101000.0,6400.0,2022-09-04,Maria Alfonso,Medellín,1,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,94600.0
Sillón,Muebles,284900.0,15400.0,2022-06-22,Lucas Olivera,Medellín,1,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,269500.0
Mochila,Deportes y diversión,96800.0,7500.0,2021-07-14,Pedro Gomez,Medellín,5,Tarjeta de crédito,3,6.25184,-75.56359,Tienda 4,89300.0
Modelado predictivo,Libros,67600.0,4000.0,2020-01-31,Camila Rivera,Medellín,4,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,63600.0
Microondas,Electrodomésticos,497400.0,26900.0,2020-04-29,Felipe Santos,Cali,5,Tarjeta de crédito,6,3.43722,-76.5225,Tienda 4,470500.0
Lavavajillas,Electrodomésticos,1324000.0,71000.0,2020-03-12,Felipe Santos,Bogotá,5,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,1253000.0
Modelado predictivo,Libros,71100.0,4200.0,2022-04-06,Juliana Costa,Bogotá,3,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,66900.0
Auriculares,Electrónicos,67600.0,4600.0,2021-03-29,Felipe Santos,Cali,4,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,63000.0
Armario,Muebles,462700.0,29400.0,2020-07-11,Maria Alfonso,Cali,4,Nequi,1,3.43722,-76.5225,Tienda 4,433300.0
Carrito de control remoto,Juguetes,75800.0,4700.0,2022-06-18,Izabela de León,Bogotá,1,Nequi,1,4.60971,-74.08175,Tienda 4,71100.0
Cubo mágico 8x8,Juguetes,12400.0,5600.0,2022-03-09,Juliana Costa,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,6800.0
Microondas,Electrodomésticos,779900.0,39700.0,2022-05-17,Camila Rivera,Barranquilla,5,Tarjeta de crédito,5,10.96854,-74.78132,Tienda 4,740200.0
Ciencia de datos con Python,Libros,69300.0,1900.0,2023-03-12,Blanca Ramirez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,67400.0
Bloques de construcción,Juguetes,26800.0,0.0,2022-04-28,Juliana Costa,Pereira,3,Cupón,1,4.81333,-75.69611,Tienda 4,26800.0
Cama box,Muebles,702800.0,35600.0,2020-09-22,Rafael Acosta,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,667200.0
Bloques de construcción,Juguetes,39300.0,0.0,2023-02-04,Camila Rivera,Barranquilla,3,Nequi,1,10.96854,-74.78132,Tienda 4,39300.0
Secadora de ropa,Electrodomésticos,1006200.0,54000.0,2021-07-31,Beatriz Morales,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,952200.0
Smart TV,Electrónicos,1837500.0,98100.0,2020-08-26,Santiago Silva,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,1739400.0
Cama box,Muebles,536100.0,29200.0,2021-09-24,Beatriz Morales,Pereira,5,Tarjeta de crédito,3,4.81333,-75.69611,Tienda 4,506900.0
Balón de voleibol,Deportes y diversión,53700.0,3900.0,2022-01-12,Juliana Costa,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,49800.0
Lavavajillas,Electrodomésticos,1460600.0,76000.0,2021-08-22,Rafael Acosta,Bogotá,1,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,1384600.0
Iniciando en programación,Libros,48600.0,800.0,2022-02-12,Blanca Ramirez,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,47800.0
Auriculares,Electrónicos,149800.0,6200.0,2021-05-14,Mariana Herrera,Barranquilla,3,Tarjeta de crédito,1,10.96854,-74.78132,Tienda 4,143600.0
Sofá reclinable,Muebles,604500.0,32600.0,2022-07-05,Pedro Gomez,Cali,5,Tarjeta de crédito,4,3.43722,-76.5225,Tienda 4,571900.0
Estufa,Electrodomésticos,883100.0,45200.0,2021-11-29,Lucas Olivera,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,837900.0
Bloques de construcción,Juguetes,36300.0,4300.0,2022-11-12,Juan Fernandez,Pereira,5,Tarjeta de crédito,8,4.81333,-75.69611,Tienda 4,32000.0
Bicicleta,Deportes y diversión,435600.0,21400.0,2022-09-25,Rafael Acosta,Cali,5,Tarjeta de crédito,8,3.43722,-76.5225,Tienda 4,414200.0
Cama king,Muebles,918200.0,49900.0,2020-12-06,Juan Fernandez,Leticia,4,Nequi,1,-4.21528,-69.94056,Tienda 4,868300.0
Mesa de centro,Muebles,203300.0,9000.0,2021-03-30,Blanca Ramirez,Medellín,5,Nequi,1,6.25184,-75.56359,Tienda 4,194300.0
Guitarra eléctrica,Instrumentos musicales,632700.0,31900.0,2020-08-28,Blanca Ramirez,Bogotá,4,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,600800.0
Olla de presión,Artículos para el hogar,85600.0,4800.0,2021-02-16,Rafael Acosta,Medellín,5,Tarjeta de crédito,1,6.25184,-75.56359,Tienda 4,80800.0
Cubo mágico 8x8,Juguetes,18200.0,1200.0,2021-06-05,Santiago Silva,Medellín,4,Nequi,1,6.25184,-75.56359,Tienda 4,17000.0
Muñeca bebé,Juguetes,59100.0,3400.0,2022-12-19,Mariana Herrera,Bogotá,2,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,55700.0
Sillón,Muebles,299400.0,16300.0,2021-07-18,Juan Fernandez,Pereira,1,Nequi,1,4.81333,-75.69611,Tienda 4,283100.0
Balón de baloncesto,Deportes y diversión,45200.0,4800.0,2023-03-10,Maria Alfonso,Cartagena,5,Tarjeta de crédito,5,10.39972,-75.51444,Tienda 4,40400.0
Armario,Muebles,484900.0,26500.0,2021-07-15,Beatriz Morales,Bogotá,5,Tarjeta de crédito,3,4.60971,-74.08175,Tienda 4,458400.0
Asistente virtual,Electrónicos,158300.0,6600.0,2020-04-03,Maria Alfonso,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,151700.0
Celular ABXY,Electrónicos,1021800.0,54600.0,2022-05-13,Camila Rivera,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,967200.0
Guitarra eléctrica,Instrumentos musicales,825900.0,42200.0,2020-09-04,Mariana Herrera,Bogotá,3,Tarjeta de crédito,2,4.60971,-74.08175,Tienda 4,783700.0
Modelado predictivo,Libros,75800.0,4200.0,2021-12-08,Santiago Silva,Bogotá,4,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 4,71600.0
Set de ollas,Artículos para el hogar,82400.0,2600.0,2020-04-19,Mariana Herrera,Cali,4,Tarjeta de crédito,6,3.43722,-76.5225,Tienda 4,79800.0
Olla de presión,Artículos para el hogar,67200.0,1800.0,2020-06-03,Felipe Santos,Pereira,5,Tarjeta de crédito,8,4.81333,-75.69611,Tienda 4,65400.0
Impresora,Electrónicos,332700.0,18100.0,2022-07-28,Blanca Ramirez,Barranquilla,1,Tarjeta de crédito,1,10.96854,-74.78132,Tienda 4,314600.0
Refrigerador,Electrodomésticos,1486500.0,77300.0,2021-01-24,Juliana Costa,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,1409200.0
Bloques de construcción,Juguetes,33100.0,0.0,2021-11-07,Maria Alfonso,Bogotá,2,Tarjeta de crédito,4,4.60971,-74.08175,Tienda 4,33100.0
Juego de mesa,Juguetes,228000.0,10300.0,2020-01-13,Pedro Gomez,Valledupar,5,Tarjeta de crédito,1,10.46314,-73.25322,Tienda 4,217700.0
Smart TV,Electrónicos,1234800.0,63900.0,2022-08-17,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,1170900.0
Ajedrez de madera,Juguetes,21600.0,0.0,2022-11-15,Lucas Olivera,Bogotá,5,Tarjeta de crédito,7,4.60971,-74.08175,Tienda 4,21600.0
Iniciando en programación,Libros,41900.0,0.0,2022-04-28,Ángel Rodriguez,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,41900.0
Mesa de comedor,Muebles,186900.0,10300.0,2022-11-13,Ángel Rodriguez,Bogotá,5,Tarjeta de débito,1,4.60971,-74.08175,Tienda 4,176600.0
Muñeca bebé,Juguetes,55400.0,3300.0,2023-01-03,Ángel Rodriguez,Cartagena,5,Tarjeta de crédito,2,10.39972,-75.51444,Tienda 4,52100.0
Guitarra eléctrica,Instrumentos musicales,840200.0,42900.0,2023-02-25,Santiago Silva,Cali,1,Nequi,1,3.43722,-76.5225,Tienda 4,797300.0
Silla de oficina,Muebles,472100.0,23300.0,2021-04-30,Maria Alfonso,Santa Marta,5,Tarjeta de crédito,7,11.24079,-74.19904,Tienda 4,448800.0
Set de vasos,Artículos para el hogar,42700.0,0.0,2022-12-25,Lucas Olivera,Cali,5,Tarjeta de crédito,1,3.43722,-76.5225,Tienda 4,42700.0
Auriculares,Electrónicos,60900.0,1400.0,2022-06-24,Rafael Acosta,Bogotá,5,Tarjeta de crédito,5,4.60971,-74.08175,Tienda 4,59500.0
Smart TV,Electrónicos,1438000.0,74800.0,2020-03-01,Pedro Gomez,Bogotá,4,Tarjeta de crédito,1,4.60971,-74.08175,Tienda 4,1363200.0
Microondas,Electrodomésticos,737900.0,39800.0,2021-06-25,Felipe Santos,Bogotá,5,Nequi,1,4.60971,-74.08175,Tienda 4,698100.0
Refrigerador,Electrodomésticos,2164500.0,115900.0,2020-04-18,Ángel Rodriguez,Bogotá,4,Nequi,1,4.60971,-74.08175,Tienda 4,2048600.0
Dashboards con Power BI,Libros,39600.0,6900.0,2020-11-08,Blanca Ramirez,Bogotá,5,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,32700.0
Lavadora de ropa,Electrodomésticos,1476500.0,76800.0,2022-01-10,Camila Rivera,Bogotá,4,Tarjeta de crédito,10,4.60971,-74.08175,Tienda 4,1399700.0
Lavadora de ropa,Electrodomésticos,1288300.0,69000.0,2022-10-04,Juliana Costa,Barranquilla,4,Tarjeta de crédito,6,10.96854,-74.78132,Tienda 4,1219300.0
